affiliation_id,affiliation_name,affiliation_country
169729158,syktyvkar state university,Russia
169768744,norwich university,United States
169845747,leica microsystems,Germany
169864488,abubakar tafawa balewa university,Nigeria
169877490,university of mumbai,India
169963999,degroote school of business,Canada
170007583,j p morgan co,United States
170013655,isfahan university of technology,Iran
170053871,teliasonera,Sweden
170110779,ansal institute of technology,India
170138621,atos,Germany
170147902,shizuoka sangyo university,Japan
170148708,tama art university,Japan
170153556,university of health science,Cambodia
170164250,elon university,United States
170172562,guizhou university of finance and economics,China
170201317,university of pittsburgh,United States
170203145,laboratory of molecular biology,United Kingdom
170215575,national university of defense technology,China
170230895,warsaw university of life sciences,Poland
170238339,duy tan university,Vietnam
170239107,university of south australia,Australia
170241721,institute of technology tallaght,Ireland
170253739,singidunum university,Serbia
170347488,national environmental engineering research institute,India
170486157,mta sztaki laboratory of parallel and distributed systems,Hungary
170486558,pompeu fabra university,Spain
170488218,achmea,Netherlands
170528797,parexel,Not Found
170532803,millsaps college,United States
170535673,sana a university,Yemen
170558118,sri venkateswara university,India
170583851,opole university,Poland
170600733,university of florida college of nursing,United States
170606269,university of the fraser valley,Canada
170627324,university of forestry sofia,Bulgaria
170632171,washington state university spokane,United States
170658231,university of osnabruck,Germany
170682158,department of business management university of calcutta,India
170726198,university of novi sad,Serbia
170733385,university of applied science and technology,Iran
170751988,shanxi university of finance and economics,China
170754417,moholy nagy university of art and design,Hungary
170828890,centro de estudios e investigaciones tecnicas de gipuzkoa,Spain
170833651,dr b c roy engineering college durgapur,India
170897317,duke university,United States
170912547,sigma tau,Italy
170935008,pontificia universidade catolica de minas gerais,Brazil
170979836,jadavpur university,India
171048554,ceremade,France
171087250,california independent system operator,United States
171113017,school of computer science university of manchester,United Kingdom
171210897,aligarh muslim university,India
171215191,global unichip corporation,Taiwan
171241948,moscow power engineering institute,Russia
171246369,ecole nationale superieure de mecanique et d aerotechnique,France
171256487,university of technology iraq,Iraq
171281102,institute of engineering and technology davv,India
171438252,roke manor research,United Kingdom
171481255,shibaura institute of technology,Japan
171494771,shiga university,Japan
171530641,sagem,France
171543936,free university of bozen bolzano,Italy
171559596,suzuka university of medical science,Japan
171571821,kazakh british technical university,Kazakhstan
171589843,jda software,United States
171851574,ramapo college,United States
171892758,forschungszentrum julich,Germany
172081054,college of science and technology,Not Found
172086373,nagano prefectural college,Japan
172137787,instituto tecnologico de oaxaca,Mexico
172218184,ovum ltd,United Kingdom
172324550,gomal university,Pakistan
172427033,sarah cannon research institute,United States
172446870,university of cagliari,Italy
172514898,staff college,Not Found
172574986,kaunas university of technology,Lithuania
172591152,dhi water environment,Denmark
172617244,leading university,Bangladesh
